FNAME,Idle,UI_Idle,Stand_Aim,Walk_Blend,Walk_Aim,Crouch_Blend,Crouch_Aim,Run_Blend,Sprint Blend,Reload,Reload_Idle,Reload_Crouch,Stand_Shooting,Shoot_Aim,Shoot_Crouch,ProneBlend,ProneAim,ProneReload,Prone Shoot,Prone Idle
SNP_AW,Idle_ASR_M4,UI_Idle_SNP_AW,Stand_Aim_ASR_M4,Walk_Blend_ASR_M4,Walk_Aim_ASR_M4,Crouch_Blend_SNP,Crouch_Aim_ASR_M4,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_AW,Reload_Idle_SNP_AW,Reload_Crouch_SNP_AW,Stand_Shooting_SNP_AW,Zoom_ASR_Scar_Fire,Stand_Shooting_SNP_AW,Prone_Blend_ASR_M4,Prone_Aim_SNP_SVD,Reload_Prone_SNP_AW,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
SNP_AW50,Idle_ASR_M4,UI_Idle_SNP_AW,Stand_Aim_ASR_M4,Walk_Blend_ASR_M4,Walk_Aim_ASR_M4,Crouch_Blend_SNP,Crouch_Aim_ASR_M4,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_Bolt_01_v1,Reload_Idle_SNP_Bolt_01_v1,Reload_Crouch_SNP_Bolt_01_v1,Stand_Shooting_SNP_Single,Zoom_ASR_Scar_Fire,Stand_Shooting_SNP_Single,Prone_Blend_ASR_M4,Prone_Aim_SNP_SVD,Reload_Prone_SNP_AW50,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
SNP_AW_Des,Idle_ASR_M4,UI_Idle_SNP_AW,Stand_Aim_ASR_M4,Walk_Blend_ASR_M4,Walk_Aim_ASR_M4,Crouch_Blend_SNP,Crouch_Aim_ASR_M4,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_Bolt_01_v1,Reload_Idle_SNP_Bolt_01_v1,Reload_Crouch_SNP_Bolt_01_v1,Stand_Shooting_SNP_Single,none,none,Prone_Blend_ASR_M4,Prone_Aim_SNP_SVD,Reload_Prone_SNP_AW_Des,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
SNP_Crossbow,Idle_ASR_M4,UI_Idle_SNP_AW,Stand_Aim_ASR_M4,Walk_Blend_ASR_M4,Walk_Aim_ASR_M4,Crouch_Blend_SNP,Crouch_Aim_ASR_M4,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_Crossbow,Reload_Idle_SNP_Crossbow,Reload_Crouch_SNP_Crossbow,Stand_Shooting_SNP_AW,Zoom_ASR_Scar_Fire,Stand_Shooting_SNP_AW,Prone_Blend_SNP_Crossbow,Prone_Aim_ASR_M4,Reload_Prone_SNP_Crossbow,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
SNP_M82,Idle_SNP_SVD,UI_Idle_SNP_SVD,Stand_Aim_SNP_SVD,Walk_Blend_SNP_SVD,Walk_Aim_SNP_SVD,Crouch_Blend_SNP,Crouch_Aim_SNP_SVD,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_M82,Reload_Idle_SNP_M82,Reload_Crouch_SNP_M82,Stand_Shooting_SNP_SVD,none,none,Prone_Blend_ASR_M4,Prone_Aim_SNP_SVD,Reload_Prone_SNP_M82,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
SNP_SVD_PSO,Idle_SNP_SVD,UI_Idle_SNP_SVD,Stand_Aim_SNP_SVD,Walk_Blend_SNP_SVD,Walk_Aim_SNP_SVD,Crouch_Blend_SNP,Crouch_Aim_SNP_SVD,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_SVD,Reload_Idle_SNP_SVD,Reload_Crouch_SNP_SVD,Stand_Shooting_SNP_SVD,Zoom_ASR_Scar_Fire,Stand_Shooting_SNP_SVD,Prone_Blend_ASR_M4,Prone_Aim_SNP_SVD,Reload_Prone_SNP_SVD_PSO,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
SNP_Vintorez,Idle_SNP_Vintorez,UI_Idle_SNP_SVD,Stand_Aim_ASR_M4,Walk_Blend_ASR_M4,Walk_Aim_ASR_M4,Crouch_Blend_SNP,Crouch_Aim_ASR_M4,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_Vintorez,Reload_Idle_SNP_Vintorez,Reload_Crouch_SNP_Vintorez,Stand_Shooting_SNP_Vintorez,Zoom_ASR_M4_Fire,Stand_Shooting_SNP_Vintorez,Prone_Blend_ASR_M4,Prone_Aim_SNP_SVD,Reload_Prone_SNP_Vintorez,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
SNP_Blaser_lrs2_01,Idle_SNP_Blaser,UI_Idle_SNP_AW,Stand_Aim_ASR_M4,Walk_Blend_ASR_M4,Walk_Aim_ASR_M4,Crouch_Blend_SNP,Crouch_Aim_ASR_M4,Run_Blend_SNP,Sprint_Blend_SNP,Reload_Walk_SNP_Blaser,Reload_Idle_SNP_Blaser,Reload_Crouch_SNP_Blaser,Stand_Shooting_SNP_Blaser,none,none,Prone_Blend_ASR_M4,Prone_Aim_SNP_SVD,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_SNP_SVD
Consumables_Med_01,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Consumables_PainKiller_01,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Consumables_ZombieRepellent_01,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Item_medkit_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_Medkit,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_VS50
Item_bandage_01,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Item_bandage_02,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Mel_Knife_01,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Knife_stab,Stand_Shooting_Mel_Knife_stab,Stand_Shooting_Mel_Knife_stab,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_Mel_Knife_stab,Prone_Idle_MEL_Knife_01
Mel_baseballbat_01,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
Item_Syringe_01_Vaccine,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,Stand_Shooting_Syringe_01,Stand_Shooting_Syringe_01,Stand_Shooting_Syringe_01,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Item_Syringe_01_GC_Vaccine,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,Stand_Shooting_Syringe_01,Stand_Shooting_Syringe_01,Stand_Shooting_Syringe_01,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Mel_Flashlight,Idle_MEL_Flash_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Flash_01,Walk_Aim_MEL_Flash_01,Walk_Aim_MEL_Flash_01,Crouch_Blend_MEL_Flash_01,Crouch_Aim_MEL_Flash_01,Run_Blend_MEL_Flash_01,Sprint_Blend_MEL_Flash_01,none,none,none,Stand_Shooting_Mel_Flash_01,Stand_Shooting_Mel_Flash_01,Stand_Shooting_Mel_Flash_01,Prone_Blend_MEL_Flash_01,Prone_Aim_MEL_Flash_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Flash_01
MEL_Hammer,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
MEL_Hatchet,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
MEL_Pickaxe,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Bat_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
EXP_M26,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,Prone_Blend_Grenade_01,Prone_Aim_Grenade_01,Reload_Prone_Grenade_01,none,Prone_Idle_Grenade_01
Item_Chemlight,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,none,none,none,none,none
EXP_Flare,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,none,none,none,none,none
MEL_BaseballBat_Spikes_01,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
MEL_BaseballBat_02,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
Mel_CandyCane_01,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
Item_Binocular,Idle_LLDR,UI_Idle_SUP_LLDR,Stand_Aim_LLDR_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_LLDR,Crouch_Aim_Grenade_01,Run_Blend_LLDR,Sprint_Blend_LLDR,none,none,none,Stand_Place_LLDR,Stand_Place_LLDR,Stand_Place_LLDR,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Item_Barricade_BarbWire,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_VS50,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_VS50
Item_Barricade_WoodShield,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_VS50,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_VS50
Item_Riot_Shield_Crate_01,Idle_Item,UI_Idle_EXP_Satchel,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Item,Crouch_Aim_Grenade_01,Run_Blend_Item,Sprint_Blend_Item,none,none,none,none,none,none,Prone_Blend_Medkit,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_VS50
Item_MsgBottle,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,Prone_Blend_MsgBottle,none,none,none,Prone_Idle_MsgBottle
Item_RangeFinder,Idle_LLDR,UI_Idle_SUP_LLDR,Stand_Aim_LLDR_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_LLDR,Crouch_Aim_Grenade_01,Run_Blend_LLDR,Sprint_Blend_LLDR,none,none,none,Stand_Place_LLDR,Stand_Place_LLDR,Stand_Place_LLDR,Prone_Blend_MEL_Knife_01,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
Item_airhorn,Idle_Airhorn,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_Airhorn,Sprint_Blend_Airhorn,none,none,none,none,none,none,Prone_Blend_MsgBottle,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_Airhorn
Item_Barricade_sandbag,Idle_VS50,UI_Idle_EXP_VS50_A,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_VS50,Crouch_Aim_Grenade_01,Run_Blend_VS50,Sprint_Blend_VS50,none,none,none,none,none,none,Prone_Blend_Medkit,Prone_Aim_ASR_M4,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_VS50
Item_Chemlight_blue,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,none,none,none,none,none
Item_Chemlight_green,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,none,none,none,none,none
Item_Chemlight_orange,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,none,none,none,none,none
Item_Chemlight_red,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,none,none,none,none,none
Item_Chemlight_yellow,Idle_Grenade_01,UI_Idle_EXP_SmokeG,Stand_Aim_Grenade_01,Walk_Blend_Grenade_01,Walk_Aim_Grenade_01,Crouch_Blend_Grenade_01,Crouch_Aim_Grenade_01,Run_Blend_Grenade_01,Sprint_Blend_Grenade_01,none,none,none,none,none,none,none,none,none,none,none
MEL_Katana_01,Idle_MEL_Katana_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Katana_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Katana_01,Sprint_Blend_MEL_Katana_01,none,none,none,Stand_Shooting_Mel_Katana_01,Stand_Shooting_Mel_Katana_01,Stand_Shooting_Mel_Katana_01,Prone_Blend_MEL_Katana_01,Prone_Blend_MEL_Katana_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_Mel_Katana_01
MEL_Katana_01_special,Idle_MEL_Katana_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Katana_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Katana_01,Sprint_Blend_MEL_Katana_01,none,none,none,Stand_Shooting_Mel_Katana_01,Stand_Shooting_Mel_Katana_01,Stand_Shooting_Mel_Katana_01,Prone_Blend_MEL_Katana_01,Prone_Aim_MEL_Katana_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
MEL_Katana_02_special,Idle_MEL_Katana_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Katana_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Katana_01,Sprint_Blend_MEL_Katana_01,none,none,none,Stand_Shooting_Mel_Katana_01,Stand_Shooting_Mel_Katana_01,Stand_Shooting_Mel_Katana_01,Prone_Blend_MEL_Katana_01,Prone_Aim_MEL_Katana_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
Mel_Machete_01,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Machete,Stand_Shooting_Mel_Machete,Stand_Shooting_Mel_Machete,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
MEL_Canoe_paddle,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
MEL_Shovel,Idle_MEL_Bat_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Walk_Aim_MEL_Bat_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Bat_01,Sprint_Blend_MEL_Bat_01,none,none,none,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Stand_Shooting_Mel_Bat_01,Prone_Blend_MEL_Bat_01,Prone_Aim_MEL_Bat_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Bat_01
MEL_Cricket_bat,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
MEL_BrassKnuckles,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Hands_01,Stand_Shooting_Mel_Hands_01,Stand_Shooting_Mel_Hands_01,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_Mel_Hands_01,Prone_Idle_MEL_Knife_01
Mel_ButterflyKnife,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Knife_slash,Stand_Shooting_Mel_Knife_slash,Stand_Shooting_Mel_Knife_slash,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_Mel_Knife_slash,Prone_Idle_MEL_Knife_01
Mel_Crowbar,Idle_MEL_Knife_01,UI_Idle_MEL_Knife_01,Stand_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Walk_Aim_MEL_Knife_01,Crouch_Blend_MEL_Knife_01,Crouch_Aim_MEL_Knife_01,Run_Blend_MEL_Knife_01,Sprint_Blend_MEL_Knife_01,none,none,none,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Stand_Shooting_Mel_Hammer,Prone_Blend_MEL_Knife_01,Prone_Aim_MEL_Knife_01,Reload_Prone_ASR_M4_01,Stand_Shooting_ASR_AK,Prone_Idle_MEL_Knife_01
